TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionAmount_Binned,CustomerAge_Binned,Target
100.99,2023-05-29 16:20:29,Debit,New York,ATM,68.0,Doctor,114.0,1.0,8865.27,2024-11-04 8:09:12,0,4,2
90.88,2023-02-20 16:48:49,Debit,Albuquerque,Branch,18.0,Student,176.0,1.0,3908.4700000000003,2024-11-04 8:07:13,0,0,0
655.15,2023-01-02 16:22:54,Debit,Seattle,ATM,26.0,Engineer,264.0,1.0,5587.44,2024-11-04 8:07:15,3,0,0
320.55,2023-05-01 17:11:47,Debit,Milwaukee,Online,50.0,Engineer,118.0,1.0,438.75,2024-11-04 8:08:14,1,2,0
41.51,2023-10-04 16:47:33,Debit,Phoenix,Online,28.0,Student,48.0,1.0,609.5999999999999,2024-11-04 8:11:54,0,0,1
235.4,2023-09-26 17:02:25,Debit,Detroit,Branch,28.0,Student,70.0,1.0,818.3599999999999,2024-11-04 8:10:13,1,0,1
159.32,2023-01-16 18:57:13,Debit,Seattle,Branch,18.0,Student,100.00000000000001,1.0,304.44,2024-11-04 8:10:32,0,0,0
20.22,2023-03-10 18:26:19,Debit,Jacksonville,ATM,43.0,Engineer,138.0,1.0,5515.32,2024-11-04 8:06:32,0,2,0
50.4,2023-03-27 17:02:44,Debit,San Antonio,Branch,36.0,Doctor,84.00000000000001,1.0,1677.01,2024-11-04 8:07:17,0,1,0
73.88,2023-05-08 17:42:36,Debit,Los Angeles,Branch,53.0,Retired,131.0,1.0,4055.55,2024-11-04 8:08:11,0,2,2
119.61,2023-03-14 16:21:01,Debit,San Diego,ATM,33.0,Doctor,53.00000000000001,1.0,9899.94,2024-11-04 8:07:28,0,1,0
116.58,2023-08-31 16:38:18,Debit,Raleigh,Branch,43.0,Engineer,247.0,1.0,2620.74,2024-11-04 8:06:50,0,2,2
391.96,2023-06-19 16:21:58,Debit,nan,ATM,64.0,Retired,79.0,1.0,2174.16,2024-11-04 8:06:47,2,3,2
443.68,2023-04-25 18:58:32,Debit,Tucson,nan,18.0,Student,137.0,1.0,874.1499999999999,2024-11-04 8:10:26,2,0,0
67.57,2023-08-17 16:44:38,Debit,Charlotte,Branch,37.0,Engineer,107.0,1.0,2766.12,2024-11-04 8:11:15,0,1,2
326.29,2023-12-06 17:10:35,Debit,Denver,Online,56.0,Engineer,179.0,1.0,8171.259999999999,2024-11-04 8:10:44,1,3,1
158.56,2023-02-28 17:28:13,Debit,Sacramento,ATM,33.0,Doctor,100.00000000000001,1.0,5401.21,2024-11-04 8:10:48,0,1,0
56.02,2023-06-19 17:50:29,Debit,Memphis,Online,27.0,Student,142.0,1.0,3548.02,2024-11-04 8:07:58,0,0,2
504.63000000000005,2023-11-13 17:07:10,Debit,Portland,Online,60.0,Engineer,168.00000000000003,1.0,3806.16,2024-11-04 8:07:50,2,3,1
820.15,2023-12-18 16:33:01,Debit,Kansas City,Branch,47.0,Doctor,181.0,1.0,8802.97,2024-11-04 8:10:34,4,2,1
8.37,2023-01-12 16:21:27,Debit,Colorado Springs,ATM,63.0,Retired,135.0,1.0,1106.34,2024-11-04 8:11:23,0,3,0
637.97,2023-10-23 17:17:18,Debit,New York,Branch,58.0,Retired,90.0,1.0,7949.03,2024-11-04 8:07:56,3,3,1
13.52,2023-05-15 16:51:28,Debit,Seattle,ATM,26.0,Student,65.0,1.0,259.77,2024-11-04 8:06:30,0,0,2
432.1,2023-03-20 16:28:17,Debit,San Francisco,ATM,49.0,Engineer,240.0,1.0,2114.3,2024-11-04 8:10:16,2,2,0
642.68,2023-02-17 16:57:11,Debit,Fresno,Branch,50.0,Doctor,94.0,1.0,8461.46,2024-11-04 8:08:38,3,2,0
139.72,2023-01-16 17:53:00,Debit,Memphis,Branch,49.0,Engineer,201.0,1.0,5058.83,2024-11-04 8:08:24,0,2,0
499.99,2023-08-02 16:01:17,Debit,San Jose,Branch,31.0,Engineer,296.0,1.0,8885.0,2024-11-04 8:09:05,2,1,2
10.07,2023-01-17 16:47:41,Debit,Albuquerque,Online,24.0,Student,49.0,1.0,530.81,2024-11-04 8:08:57,0,0,0
120.61999999999999,2023-02-27 16:37:11,Debit,Raleigh,ATM,23.0,Student,85.0,1.0,9379.53,2024-11-04 8:06:39,0,0,0
578.49,2023-10-16 17:46:51,Debit,Nashville,Branch,59.0,Retired,180.0,1.0,6475.13,2024-11-04 8:06:50,3,3,1
280.92,2024-01-01 18:21:50,Debit,Phoenix,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,2024-11-04 8:06:41,1,1,1
42.42,2023-06-01 17:19:57,Debit,Sacramento,Online,21.0,Student,102.0,1.0,490.57,2024-11-04 8:09:11,0,0,2
77.03,2023-06-19 16:57:53,Debit,Fresno,ATM,67.0,Doctor,259.0,1.0,11310.27,2024-11-04 8:08:06,0,3,2
22.59,2023-03-27 16:12:36,Debit,Seattle,ATM,62.0,Retired,45.0,1.0,3988.75,2024-11-04 8:08:22,0,3,0
568.76,2023-10-09 16:48:50,Debit,Baltimore,ATM,51.0,Retired,155.0,1.0,7484.319999999999,2024-11-04 8:12:09,3,2,1
105.94,2023-08-07 16:02:55,Debit,Oklahoma City,Branch,51.0,Engineer,207.0,1.0,5963.1,2024-11-04 8:09:59,0,2,2
183.67,2023-06-26 16:11:29,Debit,San Diego,Online,19.0,Student,238.0,1.0,910.26,2024-11-04 8:11:05,1,0,2
278.27,2023-04-10 16:47:55,Debit,Tucson,Branch,29.0,Doctor,123.0,1.0,6684.34,2024-11-04 8:09:58,1,0,0
470.3,2023-09-12 18:46:45,Debit,Austin,ATM,40.0,Doctor,88.0,1.0,8524.09,2024-11-04 8:08:00,2,1,1
261.69,2023-11-27 17:29:25,Debit,Philadelphia,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,2024-11-04 8:09:09,1,2,1
365.04,2023-03-06 16:29:57,Debit,Virginia Beach,Branch,22.0,Student,94.0,1.0,873.8899999999999,2024-11-04 8:12:08,2,0,0
211.1,2023-09-14 16:58:48,Debit,Miami,Branch,57.0,Retired,136.0,1.0,7059.77,2024-11-04 8:07:01,1,3,1
21.49,2023-05-04 16:51:17,Debit,Denver,ATM,58.0,Doctor,240.0,1.0,11991.24,2024-11-04 8:08:08,0,3,0
63.58,2023-09-11 17:43:14,Debit,Columbus,ATM,18.0,Student,199.0,1.0,8086.040000000001,2024-11-04 8:11:56,0,0,1
321.86,2023-07-24 16:25:51,Debit,San Antonio,ATM,63.0,Doctor,167.0,1.0,12626.49,2024-11-04 8:06:35,1,3,2
12.11,2023-12-12 16:17:27,Debit,Jacksonville,nan,75.0,Retired,127.0,1.0,1730.28,2024-11-04 8:07:10,0,4,1
642.54,2023-05-10 18:49:20,Debit,Milwaukee,Branch,44.0,Engineer,28.0,1.0,3143.17,2024-11-04 8:10:37,3,2,2
210.45,2023-12-11 16:47:05,Debit,Las Vegas,ATM,27.0,Student,146.0,1.0,1242.49,2024-11-04 8:06:24,1,0,1
99.76,2023-08-07 16:21:37,Debit,Sacramento,Branch,26.0,Student,131.0,1.0,416.89,2024-11-04 8:06:26,0,0,2
115.32,2023-07-25 17:24:07,Debit,Denver,Branch,53.0,Retired,113.0,1.0,5929.08,2024-11-04 8:08:36,0,2,2
33.61,2023-08-21 17:25:00,Debit,Milwaukee,Online,23.0,Student,72.0,1.0,479.08,2024-11-04 8:08:40,0,0,2
98.81,2023-09-04 16:48:13,Debit,San Francisco,Branch,27.0,Student,91.0,1.0,797.1,2024-11-04 8:08:11,0,0,2
1.8700000000000003,2023-10-20 18:34:41,Debit,Washington,ATM,65.0,Retired,147.0,1.0,7287.94,2024-11-04 8:09:48,0,3,1
28.73,nan,Debit,Kansas City,ATM,53.0,Engineer,185.0,1.0,2712.96,2024-11-04 8:08:37,0,2,1
105.53,2023-06-16 16:36:20,Debit,Colorado Springs,Online,24.0,Student,88.0,1.0,1433.66,2024-11-04 8:10:14,0,0,2
737.34,2023-03-20 17:45:22,Debit,Miami,Online,30.0,Doctor,34.0,1.0,7336.56,2024-11-04 8:08:06,4,0,0
237.86,2023-02-06 17:48:39,Debit,Philadelphia,ATM,18.0,Student,210.0,1.0,475.62999999999994,2024-11-04 8:10:20,1,0,0
409.61,2023-07-26 16:05:48,Debit,Kansas City,Branch,65.0,Doctor,89.0,1.0,11698.15,2024-11-04 8:10:16,2,3,2
72.75,2023-05-01 16:30:03,Debit,Phoenix,ATM,64.0,Doctor,15.0,1.0,12042.79,2024-11-04 8:07:19,0,3,0
39.11,2023-09-01 18:05:37,Debit,Columbus,Online,26.0,Student,143.0,1.0,518.54,2024-11-04 8:08:27,0,0,2
729.38,2023-11-14 17:23:43,Debit,Los Angeles,ATM,68.0,Doctor,90.0,1.0,9127.65,2024-11-04 8:08:16,4,4,1
137.49,2023-07-26 16:54:08,Debit,Fort Worth,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,2024-11-04 8:07:04,0,1,2
504.71,2023-04-10 18:27:51,Debit,Detroit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,2024-11-04 8:08:37,2,0,0
430.35,2023-02-20 17:23:03,Debit,Charlotte,Online,36.0,Doctor,205.0,1.0,354.9,2024-11-04 8:10:51,2,1,0
230.32,2023-05-15 18:15:33,Debit,Las Vegas,Branch,35.0,Engineer,56.0,1.0,791.46,2024-11-04 8:08:34,1,1,2
121.71,2023-09-05 17:02:23,Debit,Chicago,ATM,52.0,Retired,140.0,1.0,5878.89,2024-11-04 8:11:23,0,2,2
98.87,2023-01-03 17:51:07,Debit,Detroit,Online,20.0,Student,179.0,1.0,533.2,2024-11-04 8:06:58,0,0,0
117.55,2023-05-19 16:35:07,Debit,Fresno,ATM,24.0,Student,35.0,1.0,897.94,2024-11-04 8:11:13,0,0,2
244.64,2023-02-21 18:41:39,Debit,Tucson,Branch,30.0,Doctor,103.0,1.0,9159.56,2024-11-04 8:06:53,1,0,0
321.93,2023-12-04 18:27:11,Debit,Nashville,ATM,45.0,Engineer,12.0,1.0,4392.73,2024-11-04 8:07:51,1,2,1
283.23,nan,Debit,El Paso,Online,40.0,Engineer,98.0,1.0,2008.7700000000002,2024-11-04 8:07:38,1,1,1
346.65,2024-01-01 16:17:13,Debit,Washington,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,2024-11-04 8:06:58,1,0,1
381.62,2023-01-27 16:40:28,Debit,Las Vegas,Online,64.0,Retired,164.0,1.0,6009.12,nan,2,3,0
388.65,2023-02-21 16:02:33,Debit,Oklahoma City,ATM,76.0,Retired,43.0,1.0,7896.850000000001,2024-11-04 8:08:15,2,4,0
29.22,2023-07-06 18:16:05,Debit,San Antonio,ATM,24.0,Student,151.0,1.0,1649.43,2024-11-04 8:09:03,0,0,2
46.75,2023-07-31 17:37:31,Debit,Colorado Springs,Branch,67.0,Retired,150.0,1.0,2840.43,2024-11-04 8:09:20,0,3,2
348.64,2023-06-09 17:12:09,Debit,San Jose,Online,57.0,Retired,128.0,1.0,3274.96,2024-11-04 8:11:22,1,3,2
319.17,2023-01-11 16:58:02,Debit,Tucson,Online,73.0,Retired,81.0,1.0,6501.56,2024-11-04 8:08:49,1,4,0
73.95,2023-11-03 16:39:45,Debit,Kansas City,ATM,26.0,Student,75.99999999999999,1.0,363.92,2024-11-04 8:07:22,0,0,1
389.63,2023-02-16 16:20:06,Debit,Mesa,Online,27.0,Engineer,99.0,1.0,9748.48,2024-11-04 8:08:55,2,0,0
217.61,2023-03-16 17:36:31,Debit,Chicago,ATM,19.0,Student,45.0,1.0,1404.53,2024-11-04 8:10:08,1,0,0
199.84,2023-01-16 16:01:34,Debit,Dallas,ATM,21.0,Student,150.0,1.0,706.44,2024-11-04 8:09:14,1,0,0
56.35,2023-02-09 16:09:00,Debit,Charlotte,ATM,44.0,Doctor,75.0,1.0,5095.73,2024-11-04 8:07:36,0,2,0
142.58,2023-06-19 16:20:51,Debit,San Antonio,ATM,33.0,Engineer,145.0,1.0,7844.23,2024-11-04 8:06:46,0,1,2
333.78,2023-11-30 17:53:48,Debit,San Diego,ATM,60.0,Retired,98.0,1.0,6810.94,2024-11-04 8:07:50,1,3,1
332.59,2023-07-13 17:50:13,Debit,San Antonio,Online,55.0,Retired,143.0,1.0,1457.07,2024-11-04 8:09:05,1,2,2
236.81,2023-10-26 16:59:55,Debit,Oklahoma City,Branch,22.0,Student,15.0,1.0,813.68,2024-11-04 8:07:18,1,0,1
319.27,2023-08-07 16:54:58,Debit,San Antonio,ATM,50.0,Doctor,150.0,1.0,10269.78,2024-11-04 8:12:18,1,2,2
384.1,nan,Debit,Detroit,Branch,42.0,Engineer,172.0,1.0,672.7899999999998,2024-11-04 8:11:42,2,1,1
79.8,2023-12-22 17:17:34,Debit,Fort Worth,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,2024-11-04 8:06:48,0,4,1
46.24,2023-03-13 16:05:46,Debit,San Diego,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,2024-11-04 8:07:24,0,3,0
327.8,2023-11-23 17:44:29,Debit,San Francisco,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,2024-11-04 8:09:18,1,3,1
445.79,2023-07-07 17:19:39,Debit,Las Vegas,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,2024-11-04 8:12:05,2,2,2
55.89,2023-08-17 16:54:30,Debit,Fresno,Online,72.0,Retired,150.0,1.0,3689.65,2024-11-04 8:11:33,0,4,2
158.41,2023-02-09 16:28:58,Debit,Sacramento,Branch,28.0,Student,16.0,1.0,1512.16,2024-11-04 8:10:03,0,0,0
61.970000000000006,2023-05-22 18:45:23,Debit,Phoenix,ATM,74.0,Retired,95.0,1.0,7014.69,2024-11-04 8:10:47,0,4,2
27.21,2023-06-14 16:34:54,Debit,San Jose,ATM,79.0,Retired,102.0,1.0,3520.61,2024-11-04 8:06:49,0,4,2
173.74,2023-09-08 17:48:22,Debit,Houston,Online,80.0,Retired,64.0,1.0,4913.42,2024-11-04 8:11:52,0,4,1
176.11,2023-08-10 16:48:55,Debit,San Jose,Branch,38.0,Engineer,105.0,1.0,9155.35,2024-11-04 8:10:30,0,1,2
88.4,2023-11-10 18:02:07,Debit,Fort Worth,Online,46.0,Engineer,174.0,1.0,2567.53,2024-11-04 8:09:41,0,2,1
567.92,2023-06-20 16:27:07,Debit,Columbus,Online,53.0,Retired,14.0,1.0,3779.4699999999993,2024-11-04 8:12:12,3,2,2
101.42,2023-04-25 17:00:15,Debit,Atlanta,Online,66.0,Retired,146.0,1.0,6530.59,2024-11-04 8:12:22,0,3,0
300.61,2023-05-01 17:21:46,Debit,El Paso,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,2024-11-04 8:11:56,1,2,0
265.94,2023-06-05 16:11:07,Debit,Boston,Online,54.0,Engineer,132.0,1.0,6781.3,2024-11-04 8:06:37,1,2,2
345.54,2023-01-24 16:05:40,Debit,San Diego,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,2024-11-04 8:11:09,1,0,0
411.52,2023-01-10 17:40:16,Debit,Los Angeles,ATM,41.0,Doctor,88.0,1.0,11108.39,2024-11-04 8:09:13,2,1,0
111.21,2023-08-21 18:36:41,Debit,Portland,Branch,35.0,Doctor,111.0,1.0,9088.36,2024-11-04 8:12:12,0,1,2
316.37,2023-08-28 17:34:17,Debit,Colorado Springs,ATM,53.0,Engineer,86.0,1.0,4671.69,2024-11-04 8:08:00,1,2,2
260.63,2023-12-20 18:58:27,Debit,Fort Worth,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,2024-11-04 8:08:49,1,1,1
92.36,2023-03-27 16:48:34,Debit,Dallas,ATM,29.0,Engineer,144.0,1.0,6353.14,2024-11-04 8:07:55,0,0,0
262.06,2023-09-11 16:09:15,Debit,Oklahoma City,Branch,63.0,Doctor,118.0,1.0,13587.52,2024-11-04 8:10:23,1,3,1
64.5,2023-08-17 18:32:19,Debit,Denver,ATM,74.0,Retired,230.0,1.0,1351.24,2024-11-04 8:08:31,0,4,2
175.94,2023-06-05 16:16:13,Debit,Indianapolis,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,2024-11-04 8:07:11,0,3,2
199.47,2023-08-14 16:26:38,Debit,Detroit,Online,57.0,Doctor,142.0,1.0,6067.44,2024-11-04 8:07:22,1,3,2
51.07,2023-01-23 18:06:58,Debit,Dallas,Branch,63.0,Retired,133.0,1.0,4292.16,2024-11-04 8:12:12,0,3,0
435.86,2023-12-29 17:17:48,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,2024-11-04 8:09:18,2,3,1
628.36,2023-01-20 16:09:37,Debit,Austin,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,2024-11-04 8:07:32,3,2,0
268.39,2023-02-21 18:13:02,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,2024-11-04 8:11:45,1,0,0
362.27,nan,Debit,Jacksonville,ATM,80.0,Retired,47.0,1.0,6003.59,2024-11-04 8:07:35,2,4,1
132.36,2023-03-13 17:01:57,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,2024-11-04 8:10:05,0,0,0
8.65,2023-11-20 16:28:19,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,2024-11-04 8:11:35,0,4,1
178.91,2023-03-15 16:37:04,Debit,Omaha,ATM,18.0,Student,18.999999999999996,1.0,8870.89,2024-11-04 8:07:06,0,0,0
115.22,2023-12-08 17:05:33,Debit,San Francisco,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,2024-11-04 8:09:07,0,0,1
161.63,2023-12-25 16:32:44,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,2024-11-04 8:08:21,0,2,1
280.99,2023-02-20 18:03:01,Debit,Houston,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,2024-11-04 8:07:24,1,2,0
24.19,2023-02-08 17:33:08,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,2024-11-04 8:07:26,0,0,0
586.85,2023-08-15 16:57:27,Debit,Mesa,ATM,36.0,Doctor,86.0,1.0,6655.15,2024-11-04 8:12:18,3,1,2
372.41,2023-06-19 18:12:16,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,2024-11-04 8:06:34,2,2,2
297.65646754281164,2023-07-25 18:28:57,Debit,Fresno,ATM,20.0,Student,148.0,1.0,1676.57,2024-11-04 8:07:18,1,0,2
383.69,2023-10-31 17:06:08,Debit,Colorado Springs,Online,54.0,Engineer,285.0,1.0,8371.11,2024-11-04 8:10:03,2,2,1
60.989999999999995,2023-08-01 17:14:17,Debit,Oklahoma City,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,2024-11-04 8:07:51,0,1,2
408.19,2023-12-15 16:48:08,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,2024-11-04 8:08:29,2,0,1
524.6,2023-04-07 17:37:34,Debit,El Paso,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,2024-11-04 8:09:46,2,3,0
108.96,2023-10-10 18:12:07,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.660000000001,2024-11-04 8:06:40,0,0,1
70.03,2023-12-18 18:34:33,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,2024-11-04 8:07:55,0,3,1
124.84,2023-09-22 17:44:42,Debit,Louisville,Online,52.0,Retired,79.0,1.0,6711.78,2024-11-04 8:11:28,0,2,1
324.04,2023-07-05 16:49:05,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,2024-11-04 8:08:07,1,2,2
39.69,2023-04-24 17:16:27,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,2024-11-04 8:07:44,0,4,0
193.82,2023-04-20 17:52:46,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,2024-11-04 8:12:09,1,1,0
16.73,2023-11-30 17:48:36,Debit,nan,Online,79.0,Retired,165.0,1.0,7591.129999999999,2024-11-04 8:08:04,0,4,1
474.05,2023-08-10 18:30:37,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,2024-11-04 8:10:46,2,3,2
637.75,2023-07-24 16:07:05,Debit,Dallas,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,2024-11-04 8:08:51,3,4,2
186.6,2023-10-25 16:03:16,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,2024-11-04 8:10:37,1,0,1
644.08,2023-05-08 17:29:00,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,2024-11-04 8:07:18,3,0,2
226.66,2023-12-27 18:55:13,Debit,nan,Branch,41.0,Doctor,168.00000000000003,1.0,10216.25,2024-11-04 8:07:45,1,1,1
305.0,2023-10-12 17:20:30,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,2024-11-04 8:06:50,1,0,1
793.13,2023-05-10 16:38:07,Debit,Memphis,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,2024-11-04 8:09:45,4,4,2
224.19,2023-09-21 16:42:38,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,2024-11-04 8:07:34,1,2,1
194.99,2023-12-01 17:01:30,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,2024-11-04 8:07:50,1,1,1
227.5,2023-03-13 16:59:33,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,2024-11-04 8:11:35,1,1,0
259.9,2023-06-22 16:08:43,Debit,Oklahoma City,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,2024-11-04 8:07:29,1,0,2
11.81,2023-02-27 16:07:38,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,2024-11-04 8:07:53,0,0,0
329.14,2023-11-14 16:37:42,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,2024-11-04 8:09:00,1,2,1
154.24,2023-11-06 16:19:31,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,2024-11-04 8:08:33,0,3,1
233.44,2023-01-20 16:23:48,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,2024-11-04 8:07:54,1,0,0
209.03,2023-10-09 18:20:39,Debit,Detroit,Branch,55.0,Engineer,126.0,1.0,8359.5,nan,1,2,1
261.14,2023-05-15 18:44:04,Debit,San Antonio,nan,42.0,Engineer,162.0,1.0,6100.08,2024-11-04 8:08:53,1,1,2
98.71,2023-09-18 17:41:29,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,2024-11-04 8:07:42,0,1,1
87.38,2023-03-03 18:23:29,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,2024-11-04 8:09:45,0,0,0
83.39,2023-09-18 16:00:54,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,2024-11-04 8:12:20,0,1,1
267.55,2023-06-13 16:06:05,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,2024-11-04 8:12:03,1,2,2
870.05,2023-08-31 16:42:18,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,2024-11-04 8:11:02,4,0,2
164.51,2023-06-05 18:09:44,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,2024-11-04 8:07:10,0,4,2
758.12,2023-07-03 18:46:29,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,2024-11-04 8:11:14,4,4,2
103.76,2023-03-29 16:20:33,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,2024-11-04 8:11:31,0,0,0
583.92,2023-08-01 16:11:52,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,2024-11-04 8:06:32,3,2,2
204.06,2023-01-02 16:07:17,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,2024-11-04 8:07:22,1,4,0
53.51,2023-10-26 16:54:32,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,2024-11-04 8:11:18,0,3,1
120.17,2023-08-08 17:07:42,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,2024-11-04 8:11:50,0,2,2
220.8,2023-09-06 18:43:52,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,2024-11-04 8:10:00,1,1,2
119.01,2023-03-13 17:26:41,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,2024-11-04 8:09:17,0,2,0
183.32,2023-05-10 16:27:51,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,2024-11-04 8:09:31,1,0,2
858.88,2023-08-22 16:31:34,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,2024-11-04 8:12:11,4,3,2
61.37,2023-02-06 16:54:19,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,2024-11-04 8:10:55,0,4,0
1.2100000000000002,2023-08-21 17:19:06,Debit,Atlanta,Branch,55.0,Retired,196.0,1.0,7542.739999999999,2024-11-04 8:11:34,0,2,2
60.96,2023-10-23 16:35:48,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,2024-11-04 8:09:58,0,2,1
64.21,2023-01-09 16:36:16,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,2024-11-04 8:09:24,0,2,0
523.02,2023-05-19 18:32:45,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,2024-11-04 8:06:38,2,2,2
50.26,2023-11-09 17:51:35,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,2024-11-04 8:10:47,0,3,1
110.08,2023-11-20 17:15:13,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,2024-11-04 8:08:19,0,0,1
79.76,2023-04-03 16:25:35,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,2024-11-04 8:08:14,0,4,0
68.62,2023-06-29 16:57:52,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,2024-11-04 8:10:59,0,0,2
297.65646754281164,2023-03-13 17:34:30,Debit,New York,Branch,20.0,Student,280.0,1.0,1545.77,2024-11-04 8:07:27,1,0,0
72.68,2023-07-21 17:56:49,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,2024-11-04 8:10:20,0,4,2
354.76,2023-05-17 16:30:05,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,2024-11-04 8:07:39,1,2,2
29.22,2023-02-27 18:33:48,Debit,Detroit,ATM,27.0,Engineer,69.00000000000001,1.0,7795.79,2024-11-04 8:10:28,0,0,0
653.97,2023-10-04 17:41:08,Debit,Miami,nan,37.0,Engineer,100.00000000000001,1.0,3886.65,2024-11-04 8:11:57,3,1,1
233.74,2023-02-13 16:43:40,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,2024-11-04 8:06:27,1,4,0
471.84,2023-09-29 17:31:24,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,2024-11-04 8:08:45,2,0,1
254.20999999999998,2023-05-22 16:48:08,Debit,Phoenix,ATM,48.0,Engineer,45.99999999999999,1.0,2487.2,2024-11-04 8:10:50,1,2,2
577.73,2023-11-10 16:26:28,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,2024-11-04 8:06:37,3,1,1
170.26,2023-09-25 16:58:25,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,2024-11-04 8:07:32,0,0,1
74.04,2023-02-23 18:23:29,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,2024-11-04 8:11:29,0,0,0
197.18,2023-05-09 16:47:42,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,2024-11-04 8:10:02,1,0,2
